Experiment: Combination_Experiment_440
Generation: 28
Timestamp: 20231226_132740

Genotypes and their Fitness Values:
[0.009955042420070703, 0.4503017763650651, 0.12225760890095287, -0.7843113732981573, 0.25219170854476053, -0.022509671851597524, 0.08434589870848859, -0.003324731617012717, 0.00376570318289631, 8.127798390711703, 10.918849578258751] - Fitness: -1.1292572887166497
[0.009977673902129077, 0.45212498932371653, 0.12227099803340921, -0.7842256832224124, 0.2521935827920651, -0.022237766748107617, 0.08460490083791469, -0.0031603566963763286, 0.003764875536881376, 8.130221300643601, 10.924954924105789] - Fitness: -1.128030595514358
[0.010045803708970975, 0.4496250995376846, 0.1223115214946918, -0.7839775883766237, 0.2521957018240695, -0.022341972909135005, 0.08527288635754221, -0.0031375786465934804, 0.003762334472734054, 8.136827465321696, 10.942946287898874] - Fitness: -1.1279849934314834
[0.010008221282397329, 0.4496053840856151, 0.12228905978519597, -0.7841117146435479, 0.2521963897890891, -0.022267404249221093, 0.08479814513987191, -0.003, 0.003764025166608273, 8.132074403771238, 10.931107730423857] - Fitness: -1.126670462882966
[0.009939942536265102, 0.45060317321039317, 0.12224809987030508, -0.7843737334737892, 0.2521902551704486, -0.023, 0.08414873536722878, -0.003124182559871763, 0.0037664794751099124, 8.12478942014648, 10.901604248118687] - Fitness: -1.1264666557712624
[0.009991847963189589, 0.4502864419545808, 0.12227955692729998, -0.7841724112195994, 0.2521950362368798, -0.022560442549532655, 0.08465897712160902, -0.003147766245006338, 0.0037644882853606243, 8.13108415566967, 10.927827837701912] - Fitness: -1.1275584410665256
[0.010001582473636816, 0.4558606041170523, 0.12228533139860114, -0.7841350711252258, 0.2521949048063114, -0.022280390088081713, 0.08485559271660364, -0.0031496659926625887, 0.0037639414819704443, 8.133063137649861, 10.931856783657665] - Fitness: -1.1277007890532067
[0.009998072155552911, 0.45211854779266136, 0.12228314309196772, -0.7841490642659596, 0.2521947361222098, -0.02252129298021714, 0.08478445945345411, -0.006, 0.003764161390948635, 8.132188537038711, 10.930163800782141] - Fitness: -1.1554030065741505
[0.009970788827000933, 0.44964458071544394, 0.12226696823789329, -0.7842522234419109, 0.2521930769945578, -0.022230768889611244, 0.08455778747079368, -0.003111166884338228, 0.0037650711097702624, 8.129771913465955, 10.923507398929855] - Fitness: -1.127709507618854
[0.009985181351119001, 0.45212930953640273, 0.12227558694558649, -0.7841949019452914, 0.2521942003789329, -0.02250738958421799, 0.08467302293006027, -0.003258091823346005, 0.003764572837592359, 8.13125567950648, 10.92736106961842] - Fitness: -1.128576575375893
[0.009938641935678954, 0.449620489244898, 0.12224734363379293, -0.7843824659597455, 0.25218838332113147, -0.022330757353471557, 0.08418810621463052, -0.0032362928131710136, 0.003766356803039882, 8.12501818406492, 10.913239608666597] - Fitness: -1.1286796960924743
[0.009979558025065453, 0.44964689057450624, 0.12227221119721374, -0.7842206867083718, 0.252193319882142, -0.015, 0.08466092715330491, -0.0030741112562254853, 0.0037647094970424027, 8.130843135699433, 10.92606415832115] - Fitness: -1.1384889708547772
[0.009908085522600687, 0.4496227584179431, 0.12222906530676508, -0.7844950519948759, 0.2521869688050198, -0.022281785449687938, 0.08389154397230006, -0.0032940040529820446, 0.003767502881472007, 8.12202641518999, 10.904991364439308] - Fitness: -1.1292364720078567
[0.009983661303585719, 0.45062697088906356, 0.12227480549835198, -0.7842027595076249, 0.2521943594607752, -0.022706961699688437, 0.08458939311247757, -0.0032216493675095072, 0.0037647198447368, 8.130589031618886, 10.926187891340941] - Fitness: -1.1280032391794879
[0.009974900240537255, 0.4496268604589644, 0.12226913662079092, -0.7842396325197263, 0.2521925231108165, -0.02222598846541024, 0.08456450752640685, -0.003236816399825703, 0.0037650257135033107, 8.12948358808994, 10.923534597297653] - Fitness: -1.1289416796409224
[0.010042795020573028, 0.44962373302841, 0.12230966352766384, -0.783989153590482, 0.25219558232256, -0.022335874121074815, 0.08525022931187715, -0.003136116359561357, 0.003762458210762101, 8.13656690260018, 10.94201269444046] - Fitness: -1.1279725632479565
[0.009995937067390917, 0.45336327963021317, 0.12228197894792424, -0.7841502577719042, 0.25219584262021, -0.022265852925597414, 0.08473170274148831, -0.0032220284295941, 0.0037642948645935656, 8.131983087309674, 10.92967888821663] - Fitness: -1.1285518800215018
[0.009969956496425524, 0.4537785648618534, 0.12226632287960999, -0.7842540080838256, 0.252192761210259, -0.022222465841096467, 0.08450494874365119, -0.003276742700448105, 0.003765194646391163, 8.129204814360314, 10.922610187355264] - Fitness: -1.1290566315265718
[0.009988855660626258, 0.4496296978843468, 0.12227758281626956, -0.7841877740442496, 0.2521928825121696, -0.02225134004569968, 0.08469308885035165, -0.00323316666026947, 0.003764464796171833, 8.130898313610667, 10.927611768737432] - Fitness: -1.1289030967747118
[0.010000087122822708, 0.4537909061755785, 0.1222844533043523, -0.784142585163915, 0.25219453842331113, -0.022279592645248897, 0.08485946398384489, -0.003099777328441726, 0.003763956411842524, 8.133037285155368, 10.931630414806357] - Fitness: -1.1273384365949415
[0.009959124274839795, 0.45063719382938644, 0.12226017348078724, -0.7842954008933303, 0.2521921409993623, -0.022673114567731682, 0.08438067417039728, -0.0033396262821804266, 0.003765529776427257, 8.128398521646908, 10.9202023850455] - Fitness: -1.1291365607630286
[0.009975238771482067, 0.4496261302326377, 0.12226951330562982, -0.7842338640028127, 0.2521941106472692, -0.022226531485466376, 0.08453016291941151, -0.003111166884338228, 0.003765086667778898, 8.129407442907898, 10.923479420257902] - Fitness: -1.1277250495000497
[0.00990580316319899, 0.45110206777278217, 0.12222761991285963, -0.78450474288891, 0.2521871878611283, -0.022100068341231488, 0.08382403048090722, -0.0031862738398076443, 0.003767706629360733, 8.1211469283341, 10.886852506966104] - Fitness: -1.1283378254204168
[0.010010142725822985, 0.4533564543033384, 0.12229017756124916, -0.7841069763231163, 0.2521948150870873, -0.022283151626490284, 0.08491825052612992, -0.003182644874425109, 0.0037637230974377498, 8.133276906378944, 10.933100957948655] - Fitness: -1.1281816385636811
[0.009985443377257779, 0.4496316653046339, 0.12227559299333131, -0.7841974771964986, 0.2518003380594538, -0.02224738483351077, 0.08465396347500208, -0.0032478432852835982, 0.00376460561636339, 8.130708861316705, 10.926809947232492] - Fitness: -1.129165463654408
[0.010024709131972037, 0.44963070944103894, 0.12229908036160221, -0.7840516525978289, 0.2517586476148417, -0.022311690457061883, 0.08504320499532811, -0.0031911303742333296, 0.0037631241300366794, 8.13474909667734, 10.937551559781223] - Fitness: -1.1286317662028316
[0.01000583681261084, 0.45585925015275, 0.12228791143779465, -0.7841164401067222, 0.2521953946254121, -0.022569190984248408, 0.08487419415820903, -0.0032875706260575713, 0.0037638095446331688, 8.133487049665037, 10.932995971075112] - Fitness: -1.1285946377030613
[0.010004573175265031, 0.46, 0.1222870875870988, -0.7841200430478474, 0.252195637572312, -0.02228198497374735, 0.08484785018212118, -0.0032494433211043144, 0.0037639116222262844, 8.133114842638845, 10.932309521360281] - Fitness: -1.1284436456540838
[0.01001174955807255, 0.4496232590379531, 0.12229098665107925, -0.7841077896156181, 0.2521932877501095, -0.022283665969235943, 0.08546741184634338, -0.003183847396599624, 0.003763604054344184, 8.133418066220226, 10.933444491846862] - Fitness: -1.1284398838753422
[0.009953250430871892, 0.4496399609973194, 0.12225648231925239, -0.7843152969089893, 0.25219259121938925, -0.022199282976296565, 0.08435150810577123, -0.003185278140563713, 0.003765794335225981, 8.127629468999004, 10.918393880147265] - Fitness: -1.1284288221094805
[0.00998145848640248, 0.4496212361783181, 0.1222730402555945, -0.7842147908410892, 0.2521933201612725, -0.022233121170095193, 0.08460877758577198, -0.003179860135788642, 0.0037648403082733107, 8.129924635128708, 10.92491757053293] - Fitness: -1.1283955787936584
[0.009953015604114232, 0.45029020164070005, 0.12225632581372409, -0.7843203902753877, 0.2521920048309635, -0.022498384684530505, 0.08429030923984546, -0.0032312335887076044, 0.003765884836264151, 8.127009267135762, 10.91742893982239] - Fitness: -1.1283622474677486
[0.009992386113853554, 0.4558467571656566, 0.12227966420634334, -0.7841701045263947, 0.2521944629321182, -0.02225613501418085, 0.08472714072985182, -0.0032156136003771082, 0.0037644013711841183, 8.131430992526807, 10.928404591565336] - Fitness: -1.1283494101190672
[0.009974105521736335, 0.4496168929141415, 0.12226852913521016, -0.7842451967442157, 0.2521927009718275, -0.0222173600748311, 0.0845460765514478, -0.0031648690192862994, 0.0037651359946208694, 8.12890521735875, 10.92254719687292] - Fitness: -1.1282555373271765
[0.010051821085766868, 0.4496278325562336, 0.12231523742874773, -0.7839544579489071, 0.2521959408270885, -0.022354170485255384, 0.08531820044887231, -0.0031405032206577276, 0.003762086996677959, 8.137348590764727, 10.9448134748157] - Fitness: -1.128009313533913
[0.009986828844669787, 0.4496181231599818, 0.12227629972904078, -0.78419679102148, 0.25219317879837255, -0.02224005287863266, 0.08463749938170852, -0.003139668631964357, 0.0037646464495396737, 8.130109190034727, 10.92619113030107] - Fitness: -1.1280091696156596
[0.0099435006839384, 0.4496116502291473, 0.12225034126256948, -0.7843583464031954, 0.2521913374458952, -0.02216397447421751, 0.08418369867026598, -0.0031391122395021103, 0.003766352751447484, 8.125282922881391, 10.913776233957984] - Fitness: -1.1280085258830272
[0.010036777643777134, 0.44962100000986094, 0.12230594759360791, -0.7840122840181987, 0.25219534331954097, -0.022323676544954433, 0.08520491522054705, -0.003133191785497109, 0.003762705686818196, 8.136045777157149, 10.940145507523635] - Fitness: -1.1279478105716245
[0.010010573466180811, 0.4496173007205071, 0.1222903443624515, -0.7841090979582614, 0.25219432176310275, -0.022278245395897664, 0.08524432294418621, -0.0031225649310664162, 0.0037637444250988804, 8.13297017873723, 10.932665571372528] - Fitness: -1.1278499111526603
[0.009967865760979426, 0.4496438107624232, 0.12226522058478646, -0.784262735686424, 0.2521929960320297, -0.022225521237392132, 0.08452340757662327, -0.003123518760375809, 0.003765191647346215, 8.12941483938813, 10.922655145799423] - Fitness: -1.1278294817376096
[0.009985477441956665, 0.449613056637966, 0.12227537268520544, -0.7842007027106598, 0.2521939305775813, -0.022234041466294433, 0.08463009941425584, -0.0031099126795241998, 0.0037647657186166703, 8.129961612829579, 10.925400708056564] - Fitness: -1.1277267589435274
[0.010008025676890218, 0.449622480604119, 0.12228909475665295, -0.7841114430641425, 0.2521958459554784, -0.022560442549532655, 0.08484437113285948, -0.0031379046333949827, 0.0037638776712623618, 8.132862786344473, 10.932274896513256] - Fitness: -1.1275492036744177
[0.009985173046467889, 0.45031411767879015, 0.12227573932569517, -0.7841999503782466, 0.25219348575781264, -0.022566798655749957, 0.08470041394868229, -0.003147766245006338, 0.0037644649483476707, 8.131630861506757, 10.927869805709843] - Fitness: -1.127535213428815
[0.009969388923321972, 0.44960914377173444, 0.12226582867162007, -0.7842596936993365, 0.2521933583831728, -0.022205346384218942, 0.08442947725810836, -0.003083467343701266, 0.0037654217175117997, 8.127999515237331, 10.920708832544333] - Fitness: -1.127472868962131
[0.010008221282397329, 0.4496053840856151, 0.12228905978519597, -0.7841117146435479, 0.2521963897890891, -0.022267404249221093, 0.08479814513987191, -0.003, 0.003764025166608273, 8.132074403771238, 10.931107730423857] - Fitness: -1.126670462882966
[0.010008221282397329, 0.4496053840856151, 0.12228905978519597, -0.7841117146435479, 0.2521963897890891, -0.022267404249221093, 0.08479814513987191, -0.003, 0.003764025166608273, 8.132074403771238, 10.931107730423857] - Fitness: -1.126670462882966
[0.010008221282397329, 0.4496053840856151, 0.12228905978519597, -0.7841117146435479, 0.2521963897890891, -0.022267404249221093, 0.08479814513987191, -0.003, 0.003764025166608273, 8.132074403771238, 10.931107730423857] - Fitness: -1.126670462882966
[0.010001546365675629, 0.4496330598098245, 0.12228524218359116, -0.7841392538021952, 0.25219483931002196, -0.022273760355438394, 0.08483958196694519, -0.003, 0.003764001829595319, 8.132621109608326, 10.931149698431787] - Fitness: -1.1266475544512835
[0.010003771337916193, 0.44962383456842137, 0.12228651471745944, -0.7841300740826461, 0.25219535613637767, -0.02227164165336596, 0.08482576969125408, -0.003, 0.0037640096085996373, 8.125589329598016, 10.93113570909581] - Fitness: -1.1266459309374486
[0.009997096421194493, 0.44965151029263073, 0.12228269711585463, -0.7841576132412934, 0.25219380565731053, -0.02227799775958326, 0.08486720651832735, -0.003, 0.0037639862715866837, 8.132985580166384, 10.93117767710374] - Fitness: -1.1266319947217882

Detailed Results for Each Genotype:
Genotype [0.009955042420070703, 0.4503017763650651, 0.12225760890095287, -0.7843113732981573, 0.25219170854476053, -0.022509671851597524, 0.08434589870848859, -0.003324731617012717, 0.00376570318289631, 8.127798390711703, 10.918849578258751]:
  Angle -10: cl=118.9561996459961, cd=-121.53568267822266, cm=-20.514413833618164
  Angle 0: cl=109.62943267822266, cd=-97.21501922607422, cm=-7.792153835296631
  Angle 1: cl=108.67206573486328, cd=-94.74767303466797, cm=-6.515106678009033
  Angle 2: cl=107.71470642089844, cd=-92.28030395507812, cm=-5.238010883331299
  Angle 3: cl=106.75727081298828, cd=-89.81292724609375, cm=-3.9609618186950684
  Angle 4: cl=105.79991149902344, cd=-87.34561157226562, cm=-2.6839423179626465
  Angle 5: cl=104.8425521850586, cd=-84.87825012207031, cm=-1.406877040863037
  Angle 6: cl=103.88513946533203, cd=-82.41094207763672, cm=-0.12980608642101288
  Angle 7: cl=102.927734375, cd=-79.94357299804688, cm=1.147254467010498
  Angle 8: cl=101.9703598022461, cd=-77.4762191772461, cm=2.424337863922119
  Angle 9: cl=101.0129623413086, cd=-75.00886535644531, cm=3.701354503631592
  Angle 10: cl=100.05561065673828, cd=-72.54153442382812, cm=4.97843599319458
Genotype [0.009998072155552911, 0.45211854779266136, 0.12228314309196772, -0.7841490642659596, 0.2521947361222098, -0.02252129298021714, 0.08478445945345411, -0.006, 0.003764161390948635, 8.132188537038711, 10.930163800782141]:
  Angle -10: cl=120.41121673583984, cd=-120.6031265258789, cm=-20.553361892700195
  Angle -9: cl=119.4538803100586, cd=-118.13582611083984, cm=-19.276334762573242
  Angle -8: cl=118.49646759033203, cd=-115.6684799194336, cm=-17.9992618560791
  Angle -7: cl=117.53912353515625, cd=-113.20110321044922, cm=-16.722190856933594
  Angle -6: cl=116.58171081542969, cd=-110.73374938964844, cm=-15.445141792297363
  Angle -5: cl=115.62435150146484, cd=-108.2663803100586, cm=-14.16805362701416
  Angle -4: cl=114.6669692993164, cd=-105.7990951538086, cm=-12.891023635864258
  Angle -3: cl=113.7095718383789, cd=-103.33167266845703, cm=-11.613938331604004
  Angle -2: cl=112.75212860107422, cd=-100.86428833007812, cm=-10.336880683898926
  Angle -1: cl=111.79478454589844, cd=-98.39701843261719, cm=-9.059828758239746
  Angle 0: cl=110.83739471435547, cd=-95.9296646118164, cm=-7.782780170440674
  Angle 1: cl=109.8800048828125, cd=-93.46227264404297, cm=-6.505712032318115
  Angle 2: cl=108.92262268066406, cd=-90.99495697021484, cm=-5.228649616241455
  Angle 3: cl=107.96524810791016, cd=-88.52759552001953, cm=-3.9515881538391113
  Angle 4: cl=107.0078353881836, cd=-86.06022644042969, cm=-2.674539089202881
  Angle 5: cl=106.05049896240234, cd=-83.5929183959961, cm=-1.397484302520752
  Angle 6: cl=105.09310150146484, cd=-81.12557983398438, cm=-0.12043242156505585
  Angle 7: cl=104.13569641113281, cd=-78.65821075439453, cm=1.1566462516784668
  Angle 8: cl=103.17830657958984, cd=-76.19084167480469, cm=2.4337286949157715
  Angle 9: cl=102.22087097167969, cd=-73.72347259521484, cm=3.7107481956481934
  Angle 10: cl=101.2635269165039, cd=-71.25614929199219, cm=4.987826824188232
Genotype [0.009970788827000933, 0.44964458071544394, 0.12226696823789329, -0.7842522234419109, 0.2521930769945578, -0.022230768889611244, 0.08455778747079368, -0.003111166884338228, 0.0037650711097702624, 8.129771913465955, 10.923507398929855]:
  Angle -10: cl=118.95813751220703, cd=-121.67037200927734, cm=-20.536470413208008
  Angle -9: cl=118.00076293945312, cd=-119.2030029296875, cm=-19.259380340576172
  Angle -8: cl=117.0433120727539, cd=-116.73563385009766, cm=-17.98233985900879
  Angle -7: cl=116.0859603881836, cd=-114.26826477050781, cm=-16.705278396606445
  Angle -6: cl=115.12861633300781, cd=-111.80096435546875, cm=-15.428210258483887
  Angle -5: cl=114.1711654663086, cd=-109.33360290527344, cm=-14.151159286499023
  Angle -4: cl=113.21379852294922, cd=-106.86628723144531, cm=-12.87412166595459
  Angle -3: cl=112.25640106201172, cd=-104.39888000488281, cm=-11.597015380859375
  Angle -2: cl=111.29907989501953, cd=-101.93158721923828, cm=-10.319969177246094
  Angle -1: cl=110.3416976928711, cd=-99.46421813964844, cm=-9.042917251586914
  Angle 0: cl=109.38428497314453, cd=-96.99687194824219, cm=-7.765865802764893
  Angle 1: cl=108.42693328857422, cd=-94.52954864501953, cm=-6.488800525665283
  Angle 2: cl=107.46949768066406, cd=-92.06214141845703, cm=-5.21172571182251
  Angle 3: cl=106.51213836669922, cd=-89.59480285644531, cm=-3.934669017791748
  Angle 4: cl=105.55474853515625, cd=-87.12745666503906, cm=-2.6575989723205566
  Angle 5: cl=104.5973892211914, cd=-84.6601333618164, cm=-1.3805603981018066
  Angle 6: cl=103.63997650146484, cd=-82.19273376464844, cm=-0.10349611937999725
  Angle 7: cl=102.68258666992188, cd=-79.72543334960938, cm=1.1735568046569824
  Angle 8: cl=101.72522735595703, cd=-77.25809478759766, cm=2.450591564178467
  Angle 9: cl=100.76786041259766, cd=-74.79071807861328, cm=3.7276768684387207
  Angle 10: cl=99.81041717529297, cd=-72.32335662841797, cm=5.004724979400635
Genotype [0.009985181351119001, 0.45212930953640273, 0.12227558694558649, -0.7841949019452914, 0.2521942003789329, -0.02250738958421799, 0.08467302293006027, -0.003258091823346005, 0.003764572837592359, 8.13125567950648, 10.92736106961842]:
  Angle -10: cl=119.0463638305664, cd=-121.67402648925781, cm=-20.53473472595215
  Angle -9: cl=118.08895111083984, cd=-119.20665740966797, cm=-19.25765037536621
  Angle -8: cl=117.13158416748047, cd=-116.73931884765625, cm=-17.980592727661133
  Angle -7: cl=116.17420196533203, cd=-114.27196502685547, cm=-16.70354652404785
  Angle -6: cl=115.21684265136719, cd=-111.80464935302734, cm=-15.42648983001709
  Angle -5: cl=114.25945281982422, cd=-109.33727264404297, cm=-14.149421691894531
  Angle -4: cl=113.3020248413086, cd=-106.869873046875, cm=-12.872328758239746
  Angle -3: cl=112.34466552734375, cd=-104.4025650024414, cm=-11.595312118530273
  Angle -2: cl=111.38724517822266, cd=-101.93518829345703, cm=-10.318242073059082
  Angle -1: cl=110.42989349365234, cd=-99.46785736083984, cm=-9.041180610656738
  Angle 0: cl=109.47250366210938, cd=-97.00054168701172, cm=-7.76413106918335
  Angle 1: cl=108.5151138305664, cd=-94.53314208984375, cm=-6.487058162689209
  Angle 2: cl=107.55774688720703, cd=-92.06583404541016, cm=-5.209982395172119
  Angle 3: cl=106.600341796875, cd=-89.59845733642578, cm=-3.9329581260681152
  Angle 4: cl=105.64295959472656, cd=-87.131103515625, cm=-2.655890941619873
  Angle 5: cl=104.68562316894531, cd=-84.66378021240234, cm=-1.3788275718688965
  Angle 6: cl=103.72823333740234, cd=-82.1964111328125, cm=-0.10175280272960663
  Angle 7: cl=102.77075958251953, cd=-79.72903442382812, cm=1.1753106117248535
  Angle 8: cl=101.81338500976562, cd=-77.26165771484375, cm=2.4523768424987793
  Angle 9: cl=100.85596466064453, cd=-74.7943115234375, cm=3.729404926300049
  Angle 10: cl=99.8986587524414, cd=-72.32701110839844, cm=5.006453990936279
Genotype [0.009938641935678954, 0.449620489244898, 0.12224734363379293, -0.7843824659597455, 0.25218838332113147, -0.022330757353471557, 0.08418810621463052, -0.0032362928131710136, 0.003766356803039882, 8.12501818406492, 10.913239608666597]:
  Angle -10: cl=118.91211700439453, cd=-121.54620361328125, cm=-20.513607025146484
  Angle -9: cl=117.95468139648438, cd=-119.07882690429688, cm=-19.23653793334961
  Angle -8: cl=116.99730682373047, cd=-116.61146545410156, cm=-17.959491729736328
  Angle -7: cl=116.03992462158203, cd=-114.14411163330078, cm=-16.68242645263672
  Angle -6: cl=115.08256530761719, cd=-111.67680358886719, cm=-15.405364036560059
  Angle -5: cl=114.12517547607422, cd=-109.2094497680664, cm=-14.128323554992676
  Angle -4: cl=113.16777801513672, cd=-106.74210357666016, cm=-12.851242065429688
  Angle -3: cl=112.21039581298828, cd=-104.27474975585938, cm=-11.574195861816406
  Angle -2: cl=111.25299835205078, cd=-101.807373046875, cm=-10.297136306762695
  Angle -1: cl=110.29566192626953, cd=-99.34004974365234, cm=-9.020048141479492
  Angle 0: cl=109.33821868896484, cd=-96.87266540527344, cm=-7.742997646331787
  Angle 1: cl=108.38086700439453, cd=-94.40534210205078, cm=-6.465953350067139
  Angle 2: cl=107.42346954345703, cd=-91.93798065185547, cm=-5.188875675201416
  Angle 3: cl=106.466064453125, cd=-89.47062683105469, cm=-3.9118313789367676
  Angle 4: cl=105.50869750976562, cd=-87.0033187866211, cm=-2.634768009185791
  Angle 5: cl=104.55130004882812, cd=-84.53589630126953, cm=-1.3577027320861816
  Angle 6: cl=103.59392547607422, cd=-82.0685806274414, cm=-0.08066706359386444
  Angle 7: cl=102.63651275634766, cd=-79.60122680664062, cm=1.1963801383972168
  Angle 8: cl=101.67913055419922, cd=-77.13384246826172, cm=2.473479747772217
  Angle 9: cl=100.7217788696289, cd=-74.66654968261719, cm=3.7504935264587402
  Angle 10: cl=99.76435089111328, cd=-72.19916534423828, cm=5.0275959968566895
Genotype [0.009979558025065453, 0.44964689057450624, 0.12227221119721374, -0.7842206867083718, 0.252193319882142, -0.015, 0.08466092715330491, -0.0030741112562254853, 0.0037647094970424027, 8.130843135699433, 10.92606415832115]:
  Angle -10: cl=121.30304718017578, cd=-122.81169891357422, cm=-20.958269119262695
  Angle -9: cl=120.34571075439453, cd=-120.34429931640625, cm=-19.681150436401367
  Angle -8: cl=119.38829803466797, cd=-117.87699127197266, cm=-18.404115676879883
  Angle -7: cl=118.4308853149414, cd=-115.40960693359375, cm=-17.127038955688477
  Angle -6: cl=117.47356414794922, cd=-112.94226837158203, cm=-15.849985122680664
  Angle -5: cl=116.51610565185547, cd=-110.47490692138672, cm=-14.572919845581055
  Angle -4: cl=115.55877685546875, cd=-108.00758361816406, cm=-13.29587459564209
  Angle -3: cl=114.60138702392578, cd=-105.54022216796875, cm=-12.018818855285645
  Angle -2: cl=113.64397430419922, cd=-103.07291412353516, cm=-10.74177360534668
  Angle -1: cl=112.6866683959961, cd=-100.60552978515625, cm=-9.464683532714844
  Angle 0: cl=111.7292251586914, cd=-98.13813018798828, cm=-8.18762493133545
  Angle 1: cl=110.7718276977539, cd=-95.67080688476562, cm=-6.910579204559326
  Angle 2: cl=109.8144760131836, cd=-93.20346069335938, cm=-5.633514881134033
  Angle 3: cl=108.85704803466797, cd=-90.73609924316406, cm=-4.356479167938232
  Angle 4: cl=107.89961242675781, cd=-88.26872253417969, cm=-3.079402446746826
  Angle 5: cl=106.94226837158203, cd=-85.80135345458984, cm=-1.8023123741149902
  Angle 6: cl=105.98493194580078, cd=-83.33406066894531, cm=-0.5252681374549866
  Angle 7: cl=105.02751922607422, cd=-80.86671447753906, cm=0.7517856955528259
  Angle 8: cl=104.07012176513672, cd=-78.39938354492188, cm=2.0288376808166504
  Angle 9: cl=103.11275482177734, cd=-75.9320068359375, cm=3.305910587310791
  Angle 10: cl=102.15535736083984, cd=-73.46464538574219, cm=4.582968235015869
Genotype [0.009908085522600687, 0.4496227584179431, 0.12222906530676508, -0.7844950519948759, 0.2521869688050198, -0.022281785449687938, 0.08389154397230006, -0.0032940040529820446, 0.003767502881472007, 8.12202641518999, 10.904991364439308]:
  Angle -10: cl=118.8869857788086, cd=-121.47615814208984, cm=-20.500158309936523
  Angle -9: cl=117.92957305908203, cd=-119.0088119506836, cm=-19.223073959350586
  Angle -8: cl=116.97219848632812, cd=-116.54148864746094, cm=-17.9460506439209
  Angle -7: cl=116.01480865478516, cd=-114.07408142089844, cm=-16.668954849243164
  Angle -6: cl=115.05741119384766, cd=-111.60679626464844, cm=-15.39192008972168
  Angle -5: cl=114.0999984741211, cd=-109.13939666748047, cm=-14.114850997924805
  Angle -4: cl=113.14263153076172, cd=-106.67203521728516, cm=-12.837793350219727
  Angle -3: cl=112.18527221679688, cd=-104.20474243164062, cm=-11.560745239257812
  Angle -2: cl=111.22789764404297, cd=-101.73739624023438, cm=-10.283662796020508
  Angle -1: cl=110.27046966552734, cd=-99.27001190185547, cm=-9.006616592407227
  Angle 0: cl=109.3131332397461, cd=-96.80265808105469, cm=-7.7295403480529785
  Angle 1: cl=108.35576629638672, cd=-94.3353500366211, cm=-6.452507495880127
  Angle 2: cl=107.3982925415039, cd=-91.86795043945312, cm=-5.175435543060303
  Angle 3: cl=106.44092559814453, cd=-89.40058135986328, cm=-3.898359775543213
  Angle 4: cl=105.4835205078125, cd=-86.93321990966797, cm=-2.6213173866271973
  Angle 5: cl=104.5261459350586, cd=-84.46587371826172, cm=-1.344231128692627
  Angle 6: cl=103.56873321533203, cd=-81.99850463867188, cm=-0.06717924773693085
  Angle 7: cl=102.61138916015625, cd=-79.53123474121094, cm=1.2098479270935059
  Angle 8: cl=101.65403747558594, cd=-77.06387329101562, cm=2.486929416656494
  Angle 9: cl=100.69658660888672, cd=-74.59648895263672, cm=3.7639851570129395
  Angle 10: cl=99.7392578125, cd=-72.12915802001953, cm=5.041040897369385
Genotype [0.009983661303585719, 0.45062697088906356, 0.12227480549835198, -0.7842027595076249, 0.2521943594607752, -0.022706961699688437, 0.08458939311247757, -0.0032216493675095072, 0.0037647198447368, 8.130589031618886, 10.926187891340941]:
  Angle -10: cl=118.91625213623047, cd=-121.60797882080078, cm=-20.518775939941406
  Angle -9: cl=117.9588394165039, cd=-119.14059448242188, cm=-19.24168586730957
  Angle -8: cl=117.00147247314453, cd=-116.67330932617188, cm=-17.96467399597168
  Angle -7: cl=116.04412078857422, cd=-114.2059555053711, cm=-16.68759536743164
  Angle -6: cl=115.08668518066406, cd=-111.73855590820312, cm=-15.410524368286133
  Angle -5: cl=114.12930297851562, cd=-109.27118682861328, cm=-14.133478164672852
  Angle -4: cl=113.17191314697266, cd=-106.80382537841797, cm=-12.856389045715332
  Angle -3: cl=112.21453094482422, cd=-104.33647155761719, cm=-11.579330444335938
  Angle -2: cl=111.25714111328125, cd=-101.86914825439453, cm=-10.302262306213379
  Angle -1: cl=110.29976654052734, cd=-99.40180969238281, cm=-9.025215148925781
  Angle 0: cl=109.34236907958984, cd=-96.93446350097656, cm=-7.7481865882873535
  Angle 1: cl=108.38500213623047, cd=-94.46707153320312, cm=-6.47107458114624
  Angle 2: cl=107.42765045166016, cd=-91.9997329711914, cm=-5.194036960601807
  Angle 3: cl=106.4702377319336, cd=-89.53240966796875, cm=-3.9169974327087402
  Angle 4: cl=105.5128402709961, cd=-87.06503295898438, cm=-2.639925479888916
  Angle 5: cl=104.55543518066406, cd=-84.59767150878906, cm=-1.3628478050231934
  Angle 6: cl=103.59806060791016, cd=-82.13032531738281, cm=-0.08579973876476288
  Angle 7: cl=102.64065551757812, cd=-79.66297912597656, cm=1.191270351409912
  Angle 8: cl=101.6833267211914, cd=-77.1956787109375, cm=2.468308925628662
  Angle 9: cl=100.72591400146484, cd=-74.72827911376953, cm=3.745421886444092
  Angle 10: cl=99.76851654052734, cd=-72.26092529296875, cm=5.022447109222412
Genotype [0.009974900240537255, 0.4496268604589644, 0.12226913662079092, -0.7842396325197263, 0.2521925231108165, -0.02222598846541024, 0.08456450752640685, -0.003236816399825703, 0.0037650257135033107, 8.12948358808994, 10.923534597297653]:
  Angle -10: cl=119.02923583984375, cd=-121.62748718261719, cm=-20.53938102722168
